Cell Line,Cancer Type,Tissue,17-AAG,681640,A-443654,A-770041,ABT-263,ABT-888,AG-014699,AICAR,AKT inhibitor VIII,AMG-706,AP-24534,AS601245,ATRA,AUY922,AZ628,AZD-0530,AZD-2281,AZD6244,AZD6482,AZD7762,AZD8055,Axitinib,BAY 61-3606,BI-2536,BIBW2992,BIRB 0796,BMS-509744,BMS-536924,BMS-708163,BMS-754807,BX-795,Bexarotene,Bicalutamide,Bleomycin,Bortezomib,Bosutinib,Bryostatin 1,CCT007093,CCT018159,CEP-701,CGP-082996,CGP-60474,CHIR-99021,CI-1040,CMK,Camptothecin,Cyclopamine,Cytarabine,DMOG,Dasatinib,Docetaxel,Doxorubicin,EHT 1864,Elesclomol,Embelin,Epothilone B,Erlotinib,Etoposide,FH535,FTI-277,GDC-0449,GDC0941,GNF-2,GSK-1904529A,GSK-650394,GSK269962A,GW 441756,GW843682X,Gefitinib,Gemcitabine,IPA-3,Imatinib,JNJ-26854165,JNK Inhibitor VIII,JNK-9L,JW-7-52-1,KIN001-135,KU-55933,LAQ824,LFM-A13,Lapatinib,Lenalidomide,MG-132,MK-2206,MS-275,Methotrexate,Midostaurin,Mitomycin C,NSC-87877,NU-7441,NVP-BEZ235,NVP-TAE684,Nilotinib,Nutlin-3a,OSI-906,OSU-03012,Obatoclax Mesylate,PAC-1,PD-0325901,PD-0332991,PD-173074,PF-02341066,PF-4708671,PF-562271,PHA-665752,PLX4720,Paclitaxel,Parthenolide,Pazopanib,Pyrimethamine,QS11,RDEA119,RO-3306,Rapamycin,Roscovitine,S-Trityl-L-cysteine,SB 216763,SB590885,SL 0101-1,Salubrinal,Shikonin,Sorafenib,Sunitinib,TGX221,TW 37,Temsirolimus,Thapsigargin,Tipifarnib,VX-680,VX-702,Vinblastine,Vinorelbine,Vorinostat,WH-4-023,WZ-1-84,XMD8-85,Z-LLNle-CHO,ZM-447439
RPMI-8402,thyroid,thyroid,4.395245,5.0398,-1.694725,4.203252,-0.9554,6.140589,5.98251,7.037388,2.793801,5.400926,2.185968,2.158448,6.087847,-0.649953,2.462959,2.41395,5.641907,5.51816,2.609752,-1.943989,-0.874838,2.218699,0.569302,-3.685775,3.643815,7.032884,2.395469,2.463353,4.232745,1.31156,0.022634,6.429678,4.551535,3.42556,-5.656065,2.319936,0.030228,6.730605,3.413457,-2.140006,1.247265,-2.646045,6.234452,5.208222,1.893582,-6.090831,2.763403,-2.176071,5.746453,4.177705,-3.388843,-2.921419,3.251956,-1.570623,1.399796,-5.414564,,-1.305311,1.923657,4.216055,6.378929,-1.068832,5.469512,2.449844,6.033777,1.522921,4.900147,-5.366815,3.376552,-3.080658,1.752458,5.755794,3.67214,6.802741,-0.502127,-2.55247,7.087447,3.748922,-5.902087,6.688023,2.948339,5.979135,4.076733,-0.358207,-0.949294,-5.969144,-0.548774,-4.067175,5.92495,3.9351,-3.126277,4.160675,4.678676,5.319829,4.47315,1.345978,-3.985434,0.57172,3.319712,-1.571443,3.212809,2.314115,3.789874,2.602923,3.011943,6.096949,-4.377509,6.214047,5.514595,2.093839,3.390339,6.167705,5.194975,-3.827292,2.611993,0.250659,5.856322,5.741288,6.665683,4.403608,0.40434,4.591485,0.848515,5.319571,-1.518044,-0.975705,-5.253974,0.249612,1.277046,4.760592,-4.85909,-4.3978,-0.567101,6.200969,4.975035,1.505151,2.113756,-0.377353
RPMI-8866,aero_digestive_tract,head_and_neck,0.261312,1.011948,4.007944,6.414085,-2.441842,2.176178,3.0164,6.150567,6.235704,5.02503,4.240518,4.748408,1.309824,1.766086,6.417516,6.548975,1.231466,3.061411,-0.505858,-2.589341,-1.994441,0.223574,4.188212,1.472539,2.764884,6.598345,6.138382,6.132195,5.995444,6.539094,0.809883,5.860239,4.969683,2.068065,0.006257,-1.426118,-0.441961,4.253276,1.380774,-2.959657,7.298728,-2.606444,4.047274,-0.19189,5.928133,-7.669524,8.039678,-0.110593,9.677796,2.859079,-5.798208,-1.649582,3.311724,-5.641294,2.091532,-3.920136,6.281406,1.536614,1.199291,4.632564,1.64101,-1.888074,5.850649,5.355906,8.238017,4.689579,3.87248,2.541195,0.750803,-2.351428,5.460222,6.495356,1.318472,6.095476,0.166696,1.835797,4.772537,1.955733,-3.175756,8.212861,6.32534,2.291883,4.314161,1.085306,0.470902,-4.490057,4.691677,0.27594,5.801696,0.675194,-4.237169,5.964808,0.844722,0.341194,5.265604,2.069258,-2.020331,3.675718,0.634068,-0.219814,2.433791,5.915124,5.190472,6.208025,6.127049,1.703888,-2.862659,6.298252,6.905287,2.271815,4.3867,1.937219,4.135761,3.286237,7.18961,1.942303,4.24685,2.562461,5.422448,4.832036,-0.623547,3.832704,4.320614,7.67373,-1.594347,-5.887135,-0.585564,5.408408,6.149854,1.08669,-8.349531,-4.962226,-1.353331,7.517129,7.923644,3.577443,4.899572,0.859516
RS4-11,blood,Hodgkin_lymphoma,4.431245,1.150091,-1.781344,2.338009,-3.716129,3.415235,3.277755,5.860776,1.900083,5.703073,1.414044,1.368219,1.492314,-3.38647,4.48795,5.76157,2.417771,6.408012,-0.002662,-1.593641,-2.518651,3.183952,0.210738,-2.763954,2.499178,6.217724,1.755644,0.589066,6.028731,-2.278913,-0.104372,4.627341,4.859939,-6.411123,-2.978286,-0.721877,-1.080466,5.666018,2.041518,-2.781429,1.319115,-2.665685,0.669955,1.734793,5.628005,-7.010688,3.893733,-0.964964,3.531658,2.035734,-3.879573,-3.955747,3.507208,-1.239692,2.354356,-6.206226,4.069747,-1.629047,2.583988,3.571238,3.785897,-2.40488,5.332003,3.8664,2.192967,4.057294,4.905469,-4.357137,-0.564602,-7.745615,3.145528,3.012139,1.399407,6.818309,-1.27137,-2.823813,6.729535,2.000162,-4.961791,5.675389,4.192842,3.098121,4.40977,-1.213254,4.330397,-4.954771,-0.471328,-3.356439,7.489782,0.581328,-3.320381,3.123251,1.066855,0.713714,-1.085967,1.537055,-2.46545,1.235058,3.366707,-0.884961,0.950841,5.320616,5.132488,1.249084,7.504927,2.534704,-4.784692,4.981952,2.274022,6.082851,3.258831,4.941463,4.197696,1.834016,3.629844,0.259553,2.109172,6.623331,6.452183,2.943853,-0.875245,5.975589,0.778976,5.660563,-1.347745,-4.773632,-6.647803,0.664543,-5.51249,1.309879,-5.401807,-4.829524,-0.183382,5.784867,3.369979,1.228694,-0.045345,0.695818
RT-112,skin,melanoma,-1.963627,1.428327,,,3.025882,5.319977,4.182359,7.53543,1.905016,0.460881,-1.435711,5.322546,4.335432,-5.230066,,,5.475462,0.815567,3.572933,-0.694731,-0.163261,0.758112,4.383865,,3.129457,3.583182,,,5.718968,-0.286239,1.388032,6.09467,4.614333,0.841383,,2.798152,-3.181291,6.439322,1.854919,-0.767755,,,1.969146,0.463433,,-4.208043,,-0.689286,5.172402,,-6.514755,-3.413776,7.043392,-4.25209,2.533167,-7.395093,,-0.477186,1.809133,3.376154,6.535362,1.887582,,3.941264,0.027442,,3.577282,,1.775367,-8.969093,3.305955,,1.93565,5.825015,-1.08717,,,5.828828,-4.674402,4.995328,,5.407931,,1.259563,,-1.949753,-0.025488,-1.72608,6.730774,3.383071,-3.929061,,3.993473,4.655781,2.091465,0.189026,-0.406664,1.397913,-3.019561,-1.136145,-0.60328,,6.23882,-0.015517,,5.763014,,,0.098727,,2.38359,0.462157,5.652295,,,,6.650219,4.015381,4.525518,,-2.65402,,,,-0.626341,-3.055736,-5.468717,-0.962964,,2.734266,-5.911589,-5.692511,0.465516,,,,,0.978349
RVH-421,blood,Myeloma,-1.654628,2.18245,,,1.272221,5.78733,3.364312,9.344393,3.476941,5.343527,2.524957,2.279455,6.398993,-3.933944,,,5.814067,-1.275129,2.086257,0.176862,-0.45194,3.926466,3.570671,,3.576957,7.052493,,,4.542918,3.163327,1.983869,2.754321,3.071746,0.944631,,2.411615,-1.059625,4.450996,2.733932,-1.412064,,,3.501585,-0.028607,,-2.638526,,2.662373,7.178368,,-5.152929,-1.777082,4.44123,-2.574653,2.443012,-4.245761,,4.664644,-0.071512,3.123692,7.114347,2.317519,,4.287591,7.830114,,4.693107,,3.250997,1.414782,6.504352,,2.230726,6.926692,-0.878316,,,3.306597,-2.851173,5.629423,,5.735977,,1.339696,,3.137417,3.21466,-0.463354,4.812799,1.803916,-2.924832,,1.7536,1.860084,4.476935,5.545533,-4.09012,5.072664,-4.370658,1.540496,5.040141,,5.224344,1.281797,,-0.141607,,,5.472968,,5.503323,-3.395703,5.498853,,,,4.223113,-0.475972,6.88108,,0.383543,,,,-1.375904,-1.675006,-5.608695,3.080089,,5.065691,-4.926845,-5.551734,1.70458,,,,,3.844044
RXF393,blood,chronic_myeloid_leukaemia,-2.003833,3.785206,-0.420745,0.115987,2.292673,4.955941,0.75482,7.155881,3.024625,4.23597,1.702006,2.739563,6.857922,-4.756187,4.358093,0.218012,3.464988,3.981661,0.924004,-1.766301,-0.059636,2.56851,1.918732,-2.693487,3.162736,5.283101,2.736412,0.264627,3.306846,0.630218,1.219691,4.537902,4.153391,5.168176,-6.9979,2.337676,-1.25333,4.324885,2.47892,-0.026846,5.188134,-3.297205,3.11825,2.502651,2.623905,-3.174463,7.284792,1.632153,7.1394,-3.747761,-5.888716,-1.092342,4.839252,-4.481116,3.692992,-5.680898,5.027441,3.520064,4.952937,3.444211,4.691976,0.745802,4.396843,4.010955,5.33823,-0.933947,3.630517,-2.251033,1.832645,0.133834,4.152123,5.242985,2.091563,6.135226,-2.704941,-2.357877,6.435579,3.922593,-2.859119,6.310993,4.683663,4.658702,-1.385694,0.791299,2.945419,3.470788,-0.901295,1.479272,7.596562,4.382432,-3.204591,-0.583506,2.650373,4.583576,3.404367,5.614859,0.572641,3.636984,-2.058805,1.354657,2.792856,4.408925,5.432203,2.316405,5.649838,4.979551,-4.376126,5.174998,2.87942,5.297566,6.364414,0.663525,3.949814,-0.875993,5.663371,2.254442,4.888772,6.465871,7.064261,3.794545,-0.289004,5.377292,2.440905,1.904166,0.191936,-3.077682,-0.585372,3.761634,3.481147,4.480576,-6.17448,-5.285471,1.151572,-2.241226,6.075738,4.068439,3.800714,1.96789
Raji,blood,leukemia,3.877914,5.102897,-0.967535,4.097333,4.853885,6.294025,5.424531,9.014459,4.787123,5.094952,2.534806,5.018048,5.814561,-1.324158,3.153084,5.412208,5.639599,5.081024,5.466894,0.702983,0.12259,5.201696,1.707329,-0.287828,2.060395,7.203268,3.993021,6.330529,6.233981,4.644528,4.940962,6.614393,5.096291,0.613796,-5.411506,4.736088,0.401874,5.56143,4.931262,1.173008,1.900896,-3.167207,5.824169,4.118253,1.472715,-5.34314,6.148774,1.195797,6.411339,2.621015,-0.570567,-1.094712,4.651647,-2.23768,2.35312,-2.254571,5.638247,2.118591,1.862655,4.124074,4.825235,4.574895,3.791896,4.065638,3.792511,4.680765,5.775916,-1.349586,2.539265,-0.840613,4.290277,6.224222,4.624486,6.342897,-0.702434,0.387022,7.003906,4.636066,-2.856006,5.364239,4.652793,6.223433,0.3496,6.326336,2.674483,-3.371265,4.00393,0.199621,7.747291,3.583214,-1.509375,5.364247,5.850691,5.925152,5.791605,2.719482,0.022416,0.756739,3.472141,5.546062,3.908985,4.737417,5.296776,3.008493,5.887975,5.328176,-2.031274,3.284142,6.246986,4.659869,3.189667,6.287588,6.181737,-2.411051,2.623903,1.282261,7.33694,4.736474,6.562224,4.531794,-0.460175,4.042385,2.993557,6.347106,0.19201,0.216857,-3.259607,2.525051,3.419665,5.136402,-3.228223,-2.505487,0.750699,4.357743,4.304038,2.953114,0.382066,5.88088
Ramos-2G6-4C10,urogenital_system,Bladder,4.051708,3.35876,-1.771223,4.639447,-1.639843,3.766573,5.564257,5.630003,5.699334,5.182525,0.973832,2.194133,3.393715,-2.570733,3.258454,3.853592,3.1793,4.074921,1.73179,-2.390348,-2.943765,2.455961,1.080585,-2.497984,2.077842,6.687867,2.674686,4.619816,6.161268,3.276246,0.190603,5.943016,5.158424,2.290619,-7.274537,0.118568,-0.978733,5.960196,3.576576,-1.820342,2.190206,-2.824332,3.830281,3.575756,3.841752,-3.322571,5.135297,1.017862,4.60773,6.761779,-5.758876,-1.222322,4.042599,-5.063433,2.833252,-4.643761,5.423517,2.296374,1.791218,4.721056,2.002583,-0.861765,5.392143,4.6675,4.040557,0.30528,4.412404,-3.285794,1.622659,-0.414197,3.714086,4.498385,4.06073,6.71771,-0.934046,-3.593608,6.700794,2.576149,-3.574214,6.626031,2.778349,2.292177,3.535124,-0.031702,-0.823331,-2.393936,1.079725,0.934412,6.467286,1.578195,-5.113102,5.524888,0.904631,3.61896,5.150035,0.946108,-2.046712,2.653941,2.209494,1.179882,2.930187,2.261599,5.131345,4.950175,4.386769,4.926932,-1.311035,5.913032,5.206081,1.729625,2.035058,5.28142,5.186009,-6.531613,4.582341,0.43748,4.387699,3.09111,5.507101,2.292853,-1.155089,2.780664,2.421702,3.852311,-0.539031,-11.322621,-7.064853,3.070482,4.162563,1.628977,-7.136824,-5.414367,-1.267776,4.8323,3.83575,1.735048,3.840872,-0.186278
S-117,skin,melanoma,-1.178236,4.75249,,,-0.354142,5.790478,3.480365,8.803836,5.63151,5.375412,3.879117,1.936797,6.564764,-2.065608,,,5.288301,4.770595,4.168165,-1.84786,0.453113,2.178867,6.837247,,3.42232,6.864797,,,6.140029,4.788,1.776112,2.282567,3.651288,4.502522,,2.209629,-5.12889,6.504126,4.847447,1.164544,,,-0.081961,3.016279,,-3.160846,,1.75511,8.257133,,-3.758669,0.53359,6.711533,-3.895444,1.289118,0.919666,,7.146956,-4.743016,3.269095,5.432203,1.940917,,1.626607,7.343481,,4.413725,,3.850628,1.841068,3.44835,,5.850003,6.999109,1.840138,,,4.899742,-2.027169,5.238409,,5.870764,,1.698315,,2.306639,3.182684,-0.523513,7.395847,4.042541,-3.255281,,4.952485,5.460884,5.121937,6.608319,-3.538518,5.149373,0.320539,0.276184,5.147408,,6.733876,4.964686,,6.143154,,,2.025413,,1.585443,2.361219,5.414758,,,,2.797414,5.930453,6.834161,,-0.949062,,,,-0.038467,-2.210796,-3.196189,2.261215,,5.03016,-6.76942,-0.999065,0.807126,,,,,4.487462
SAS,kidney,kidney,-2.06439,1.59449,,,3.539698,3.967636,4.506859,6.615329,4.056726,4.238926,3.691277,2.490147,5.165192,-2.384354,,,4.253401,4.304641,2.55412,0.236433,1.017042,3.917223,3.743309,,-0.725717,3.947321,,,2.878144,4.176436,5.637161,5.5859,2.588372,1.182171,,1.096659,-0.856604,5.563739,1.656812,-0.043246,,,5.410737,2.768665,,-6.692161,,-2.229593,5.46807,,-6.438219,-2.167627,2.763955,-3.794133,2.821911,-1.066928,,0.236808,5.380835,3.11938,5.094924,2.225251,,3.810968,4.772411,,4.592157,,0.416222,-3.887534,4.900948,,2.292872,6.251359,0.66442,,,6.667405,-2.61276,7.092136,,5.495532,,5.091771,,1.370625,4.005134,-0.486706,6.826332,5.000482,-0.426683,,4.637617,4.689297,2.327085,1.835525,-1.298001,4.895427,1.770502,0.790154,3.783131,,2.925602,3.771122,,6.291333,,,3.677505,,1.568762,1.371937,5.825992,,,,6.761679,5.294688,5.503674,,-0.158127,,,,-3.405719,0.436794,-2.240349,3.416543,,3.55314,-3.570799,1.479615,0.040002,,,,,5.802966
SBC-1,blood,Burkitt_lymphoma,3.80875,5.262307,-1.831515,6.296083,-0.553763,6.188652,6.383155,7.8454,5.968567,5.022433,2.309757,4.243317,6.600869,2.296221,4.130761,5.592922,5.768444,5.761117,4.098501,1.471125,0.843466,2.168528,2.166004,-1.328027,3.526051,6.44255,5.728667,5.704821,6.458438,2.500484,2.420282,4.933102,3.34465,5.913508,-5.296877,4.203406,0.209867,6.495372,6.584192,0.640922,6.504727,2.612393,4.431064,7.1599,6.309367,-1.71619,7.884927,5.286395,7.248429,0.457322,-2.948726,-1.855344,6.062132,1.803367,3.349363,-0.082928,,3.666828,4.034235,3.873131,4.368441,2.171649,0.002023,3.309765,7.486933,5.027207,4.323546,-1.287508,3.919802,-1.798387,7.51336,5.185371,2.035912,6.673706,4.220843,-2.196495,6.992351,6.502608,-1.048221,7.760183,5.734361,6.208426,3.741961,1.494134,0.35586,-0.9025,3.985722,-0.803637,7.620385,5.57156,-2.072137,5.584717,5.185731,6.399489,4.022404,5.113382,1.126722,4.654931,2.287969,5.749785,5.294122,5.030133,5.926508,5.905024,6.04992,6.734078,-2.98738,4.728099,4.82434,4.559551,6.18611,6.162201,5.876868,-2.227902,6.19338,1.993296,4.036829,6.214951,6.940554,5.786503,2.497265,4.960113,6.604108,6.495651,-0.681303,-0.456032,-3.037247,2.866417,0.118157,5.016268,-3.980698,0.941809,-0.794203,6.344463,2.07561,3.247275,4.37828,1.286765
SBC-5,blood,Burkitt_lymphoma,-1.603547,4.843301,,,5.49978,5.806472,4.149988,7.297769,1.772466,4.871748,3.34497,1.930586,4.925894,-2.386754,,,4.375797,5.938822,3.223455,-0.666627,0.435623,2.648739,2.588197,,3.933951,7.230649,,,2.946015,-0.754142,2.1817,3.542804,4.225432,-0.472328,,3.59978,-4.376336,3.574899,2.373739,-1.370187,,,5.628722,2.411142,,-3.437458,,2.970745,6.943579,,-6.057783,-3.875479,3.299469,-3.834162,4.801984,-7.000413,,-1.043293,0.47748,4.784244,6.448193,1.942041,,3.869794,2.704711,,5.583482,,4.009705,-12.074834,5.203871,,2.389171,7.213903,-1.681764,,,6.251099,-3.447435,7.174898,,5.904221,,5.958385,,-2.668405,0.450493,-5.956305,6.584215,5.468164,-2.482635,,3.491985,5.91752,3.577335,1.57327,-1.550481,5.464494,2.434235,5.352624,5.143372,,3.56986,2.220847,,6.650506,,,5.914526,,2.803467,4.058549,6.58088,,,,6.610171,6.133291,6.762318,,-1.087915,,,,-1.91654,-2.272462,-4.818019,1.033519,,4.713133,-4.896705,-6.055923,0.723421,,,,,2.356514
SCC-15,thyroid,thyroid,0.872599,4.135321,1.547127,7.499012,1.78114,5.454063,3.503848,6.144618,5.033546,4.68593,2.79009,5.323994,2.235122,-3.575205,1.438593,5.713852,4.616892,4.020222,3.741937,0.753963,0.156626,2.348681,2.788322,0.789683,0.332541,4.30323,4.462597,3.621691,3.364269,0.53176,2.468812,5.333173,5.12006,3.318956,-0.404261,0.481215,-0.478838,6.323387,2.943637,1.77024,5.580744,-1.13862,5.72364,2.881851,4.162906,-3.986306,8.469407,0.077602,6.93663,8.265837,-4.738629,-1.670064,4.308157,-3.663848,2.055365,-5.119185,5.614314,2.5764,1.372138,3.408504,6.548866,4.803421,5.570886,4.25917,7.029268,,3.729626,1.08489,-0.643054,-2.110866,6.942877,2.377581,6.573305,4.17061,-0.219421,4.761587,6.986813,4.016995,-2.153826,5.857962,5.342334,5.376428,4.281377,2.63745,,-0.2168,-0.554996,-0.146345,7.159164,4.176081,-1.750666,5.977094,4.811247,5.285597,2.678159,1.794985,-3.015455,4.860496,0.955964,2.585136,4.477644,5.967563,5.824905,1.012518,2.909617,4.665822,0.835854,,4.611404,,4.166748,2.541079,5.663157,2.79648,5.86184,4.390598,6.774065,4.845443,5.414725,5.614645,-0.43002,2.842804,4.844574,7.492405,-1.501243,-2.054372,-6.793758,2.377225,5.90281,3.279101,-3.765933,-4.744986,0.661753,5.592764,7.208545,5.252421,1.279059,1.316244
SCC-25,aero_digestive_tract,head_and_neck,-1.403941,3.930404,,,2.464326,6.112715,5.041772,7.1137,2.761142,5.09109,0.21136,1.669143,5.86407,-1.996017,,,5.999767,1.786949,1.55566,1.443612,0.460157,4.476276,3.540328,,-0.172321,7.048177,,,3.322116,0.73325,2.266291,5.879784,1.806083,-0.878547,,1.978812,-0.364951,4.443196,2.130261,-0.277434,,,4.969848,2.042388,,-2.86952,,1.7349,7.117019,,-7.071572,-1.872588,4.088807,-3.774118,4.050071,-6.707,,1.892217,2.38825,3.382536,6.933744,-0.089713,,3.055174,4.586792,,5.043545,,0.420828,-1.240352,7.230363,,4.772129,6.908305,-1.63089,,,6.316673,-2.704244,6.596193,,6.262805,,1.402577,,1.886183,0.047714,-0.138845,5.874189,5.001414,-2.40991,,5.410751,6.453557,4.023807,1.645257,-3.10252,3.258826,-1.460197,3.190501,4.989544,,6.357685,1.860185,,6.819273,,,4.098064,,4.646155,-0.712776,4.194776,,,,6.966549,6.275561,6.262238,,-0.960672,,,,-0.648822,-0.325333,-4.63464,1.777229,,5.396554,-4.155149,-4.383911,1.472057,,,,,2.908325
SCC-3,lung,lung_small_cell_carcinoma,,,-0.477372,4.590112,,,,,6.406386,,4.205761,6.661216,,2.35782,5.229818,5.190924,,,,,,,2.014907,-0.656367,,,4.622144,4.000183,,4.649705,,6.598147,5.009634,1.165043,-6.044643,,-0.66693,,,,3.977882,-3.275857,5.396246,,1.448852,,6.697112,,7.459193,5.124731,,-2.69884,,,7.22318,-2.203071,5.030081,0.190762,5.522963,5.583719,,,5.513915,5.103685,5.056259,4.79029,,-3.022391,,-2.41193,3.69571,5.899814,,,-0.541116,-2.051729,5.430875,,-2.442994,8.041284,7.0233,,1.134134,,-2.79684,,4.858026,-4.765428,6.214985,,,-9.716295,,,6.480954,5.380459,-0.8079,5.610329,,,,-1.030704,,5.376795,4.701274,,-4.419688,1.029509,4.904106,0.610492,7.831532,,,0.033568,2.659951,0.235014,,,,3.115531,0.00342,5.112792,1.039891,6.628538,,,-3.178673,8.11016,4.351318,,,0.561387,,5.832393,7.735795,2.181901,0.908077,
SCC-4,lung,lung_small_cell_carcinoma,-1.727261,1.673504,,,0.469297,5.001899,3.731428,7.112835,2.261016,1.899739,2.908152,3.191212,3.713054,-3.572433,,,4.788402,2.504707,2.344687,0.018415,-0.535443,1.253893,2.334493,,2.133052,4.699062,,,3.889482,-0.239826,3.53823,3.650482,4.610209,0.887974,,1.861846,-0.023349,4.044376,2.299287,0.309601,,,5.395231,2.735035,,-3.949665,,-0.035493,6.777061,,-6.987493,-1.694421,3.419875,-0.602634,2.856394,-7.039478,,1.974406,2.622136,3.281816,6.371299,1.688905,,3.315463,2.886419,,4.050487,,0.796498,-1.551861,7.323246,,2.485859,4.805773,0.222446,,,4.786397,-3.308693,5.899823,,4.811246,,2.161274,,2.029341,-1.428474,-0.947512,4.889141,3.463173,-2.639729,,3.718772,5.638174,3.631894,2.732401,0.762252,4.167672,-0.825405,3.435581,4.381797,,3.412316,1.375693,,2.662766,,,4.651582,,6.510607,1.609238,3.903189,,,,5.174713,4.408363,4.5657,,-0.819629,,,,0.264179,-0.701352,-4.56924,0.282756,,4.7818,-6.034481,-5.958126,0.967028,,,,,2.306705
SCC-9,aero_digestive_tract,head_and_neck,-1.788781,2.711487,,,2.76073,6.106517,4.984769,9.232628,1.126667,5.215602,1.511102,5.716024,6.814852,-2.83532,,,6.421896,3.051208,-0.101414,0.688664,1.1358,4.53378,5.789458,,3.63188,5.232938,,,4.227753,3.634247,1.85343,6.238904,4.247442,5.99982,,2.869514,-1.504177,5.059081,2.417946,0.194247,,,1.083448,4.556847,,-3.405477,,0.895257,4.806278,,-6.398165,1.364327,4.685956,-2.114481,4.385279,-2.100436,,-0.163027,5.157975,2.583159,7.094433,3.603175,,3.406396,5.99334,,5.321079,,2.469376,4.180404,8.359398,,3.622361,6.768267,-1.522085,,,4.125925,-0.838241,6.552061,,6.053738,,5.252273,,2.005989,-0.135982,1.331713,6.854017,4.611399,-1.226819,,5.56881,5.986653,4.610106,6.514055,0.212403,5.150352,2.586557,2.646326,3.621743,,4.085561,1.491328,,5.449413,,,6.766535,,6.997277,2.468592,5.885014,,,,6.953586,4.410535,6.655376,,-1.62583,,,,-0.043785,1.44532,-0.805077,5.777525,,5.703346,-4.540809,-6.191635,2.273996,,,,,2.336393
SCH,aero_digestive_tract,head_and_neck,4.098068,2.142776,0.757256,5.924643,4.286994,5.428704,3.823857,7.897927,6.306764,5.32756,4.568765,7.620387,5.986943,3.985919,6.388228,,3.595046,6.22297,3.201012,0.281438,0.033916,4.656487,7.432745,-0.415165,2.925608,6.702861,5.896974,6.044032,4.148686,6.35988,1.789014,5.878372,5.068731,6.095682,-2.683699,1.226254,-1.600436,3.978144,3.562234,1.160757,6.016401,1.050629,4.16255,5.39846,4.130253,-0.465074,7.912329,1.184462,9.561598,5.765709,-4.606926,5.17677,5.006869,-1.081456,3.878414,0.704356,4.88569,7.933021,3.019037,5.300933,5.890288,3.113338,4.875964,5.044059,7.924868,4.579892,5.486129,0.134262,3.397292,5.283305,8.079519,,4.180828,6.787028,1.17971,-1.967942,6.457448,5.669075,3.432462,6.643655,5.562793,6.17848,4.700885,4.568379,3.574076,-0.015649,4.745498,6.969576,7.537931,4.390677,-2.70154,,4.663125,6.553918,6.071754,7.936906,4.459174,6.01105,3.353885,5.231228,5.061021,,5.21332,5.961158,,2.758965,-1.677437,6.148714,4.485784,7.207244,7.761374,4.785504,5.755785,,6.408717,0.915785,6.592594,5.708257,6.969493,7.555316,5.273043,2.739082,3.491905,7.617833,-1.001086,-0.945122,4.309828,7.856414,5.437895,3.555155,-3.515985,1.159509,1.424898,6.844939,7.914661,6.709283,2.650524,5.656576
SF126,aero_digestive_tract,head_and_neck,3.440604,4.766267,-1.168811,3.094264,2.660964,5.942594,4.516946,9.574023,2.367862,2.603839,-1.768257,2.519659,6.660616,-2.99368,3.215739,1.197474,6.118219,5.460832,3.105096,-1.133808,-0.241656,0.66825,3.101204,-1.371101,3.918929,3.017048,6.173663,0.905414,5.416676,0.438812,0.827187,3.50994,4.739753,1.127892,-7.262537,2.487784,-1.225686,6.503692,2.320051,-0.132495,3.99749,-2.006316,5.189797,1.867556,2.46925,-5.347487,7.467686,-1.824383,5.392441,-1.038178,-4.758635,-2.257798,4.809464,-6.174513,2.334736,-5.664617,5.195575,0.365241,2.290727,2.839496,6.719383,1.000634,3.629294,3.599631,2.174988,2.470819,2.321824,-1.982328,3.176566,-4.954169,4.593409,4.580075,3.160539,6.193564,1.151556,-3.132546,6.172312,5.282076,-2.492554,5.245257,4.81156,5.832399,-0.010339,0.865432,0.846272,2.918936,-1.397119,0.340497,6.564411,3.677515,-3.450244,0.109467,4.167193,6.371108,3.102202,1.902771,-1.298216,3.596815,-1.276424,4.142764,3.384824,4.488857,6.2775,1.689108,5.717054,6.956956,-2.791412,2.925772,0.906076,5.063785,3.479787,1.851415,0.331847,-3.494017,4.587342,1.102788,5.053595,6.142424,6.63534,3.948331,-0.257512,0.493549,1.119061,2.521116,-4.268773,-3.758819,-3.262031,1.355125,-0.0532,5.522161,-4.294618,-0.778197,1.565797,0.549148,5.87989,3.151014,3.321011,3.901791
