Cell Line,Cancer Type,Tissue,17-AAG,681640,A-443654,A-770041,ABT-263,ABT-888,AG-014699,AICAR,AKT inhibitor VIII,AMG-706,AP-24534,AS601245,ATRA,AUY922,AZ628,AZD-0530,AZD-2281,AZD6244,AZD6482,AZD7762,AZD8055,Axitinib,BAY 61-3606,BI-2536,BIBW2992,BIRB 0796,BMS-509744,BMS-536924,BMS-708163,BMS-754807,BX-795,Bexarotene,Bicalutamide,Bleomycin,Bortezomib,Bosutinib,Bryostatin 1,CCT007093,CCT018159,CEP-701,CGP-082996,CGP-60474,CHIR-99021,CI-1040,CMK,Camptothecin,Cyclopamine,Cytarabine,DMOG,Dasatinib,Docetaxel,Doxorubicin,EHT 1864,Elesclomol,Embelin,Epothilone B,Erlotinib,Etoposide,FH535,FTI-277,GDC-0449,GDC0941,GNF-2,GSK-1904529A,GSK-650394,GSK269962A,GW 441756,GW843682X,Gefitinib,Gemcitabine,IPA-3,Imatinib,JNJ-26854165,JNK Inhibitor VIII,JNK-9L,JW-7-52-1,KIN001-135,KU-55933,LAQ824,LFM-A13,Lapatinib,Lenalidomide,MG-132,MK-2206,MS-275,Methotrexate,Midostaurin,Mitomycin C,NSC-87877,NU-7441,NVP-BEZ235,NVP-TAE684,Nilotinib,Nutlin-3a,OSI-906,OSU-03012,Obatoclax Mesylate,PAC-1,PD-0325901,PD-0332991,PD-173074,PF-02341066,PF-4708671,PF-562271,PHA-665752,PLX4720,Paclitaxel,Parthenolide,Pazopanib,Pyrimethamine,QS11,RDEA119,RO-3306,Rapamycin,Roscovitine,S-Trityl-L-cysteine,SB 216763,SB590885,SL 0101-1,Salubrinal,Shikonin,Sorafenib,Sunitinib,TGX221,TW 37,Temsirolimus,Thapsigargin,Tipifarnib,VX-680,VX-702,Vinblastine,Vinorelbine,Vorinostat,WH-4-023,WZ-1-84,XMD8-85,Z-LLNle-CHO,ZM-447439
NCI-H630,lung,lung_NSCLC_squamous_cell_carcinoma,1.2947411139,-1.5037621553,,,-0.1982892075,-0.0720452627,0.5088994616,-0.1381965194,-1.0998332098,0.6599467817,0.614690954,,0.6460192646,,,,-0.1242617054,-0.4293247236,1.2061635586,0.475287809,1.1900111801,0.7921878972,,,-1.1053016246,-0.4555400285,,,0.0229079445,,0.754783345,,,,,0.6183251999,,0.68475853,0.4511675313,0.6600820794,,,0.6109104539,-0.0431263135,,1.2729023262,,0.5192115765,0.9251637116,,1.9859718771,,0.6640625717,1.8171501434,,,,0.1746967024,,0.5097281552,-0.2439209623,1.29786237,,,,,0.8048988346,,0.2503609203,,,,0.0443779524,0.7244243007,-0.4182456812,,,1.3618878476,,,,-0.2843320354,,1.7040867342,,0.5971230939,-0.3062493549,,-0.2958512956,-0.3028589658,1.5476830228,,-0.6203918865,0.5461033854,,,,,0.0170717605,0.4989853229,0.7959738317,,0.0678556344,0.3686178007,,1.0362313975,,,,,,-0.1507103307,1.0201697242,,,,-0.339701424,0.4862534375,0.824904043,,-0.0284697481,,,,-0.4290399915,1.8417078498,,,,0.1198516517,1.4768256131,0.2414922666,0.3620769556,,,,,1.235463444
NCI-H64,lung,lung_NSCLC_adenocarcinoma,,,0.6434360963,1.1687360701,,,,,-0.5878891037,,0.7466441105,-0.0181855601,,1.3584778555,1.3253824707,0.9445627435,,,,,,,-0.9797120214,-0.2832800339,,,2.3228230731,1.7882561714,,0.9398240738,,-0.379686966,0.2211662579,-0.5790256952,0.7803608689,,1.7342461606,,,,1.8471008073,-0.5401033392,-1.6149474639,,1.018684166,,1.2685641096,,-0.5699740982,0.4081658049,,-0.171710403,,,0.6565096852,0.0104212866,0.8796387736,-0.161427044,1.0874308356,1.0663800286,,,0.7668080389,-1.3260237887,-0.6766659579,1.2064326703,,0.3545037393,,0.168292956,-0.2061618007,0.7416239169,,,-0.0917445462,0.0625729628,0.6071736821,,-0.5649707256,-0.2449060069,1.0325298837,,1.1178804144,,0.0803684569,,0.1419026854,0.6949104872,-0.6296999751,,,1.6840423092,,,0.5942909641,-0.2070317131,-0.9549211409,-1.0253746197,,,,0.9275962592,,0.131880644,0.6502744472,,-0.2987416457,-0.0333008986,0.029774177,1.363994158,-0.7427566791,,,0.4908067751,1.143437564,-0.356419467,,,,0.713945648,-0.4484951963,1.1080099655,1.6908354681,0.9199686167,,,-0.3240982239,0.6049957351,1.23870794,,,-0.6572541035,,0.8493168836,1.336832467,1.9596089943,0.2046475147,
NCI-H650,lung,lung_small_cell_carcinoma,-0.6103603195,0.457937423,,,1.2074229608,-0.0370065977,0.8989342291,0.4222315206,0.9759303596,-0.1221347054,0.018587387,-0.0321026418,-0.2504940035,-0.5475276193,,,0.1525942533,0.7764486326,0.6562061236,0.3489874193,-0.3349211582,1.2590067807,0.5289019673,,0.0608958252,0.7229994894,,,-0.4741848237,0.4375449333,-0.6394416855,1.4614909515,0.8339703234,0.8555735352,,1.3335986755,0.1522400204,0.1223516009,-0.4074534765,-0.0318813888,,,1.2101689768,0.6196633156,,0.5278446436,,0.4193305273,0.6179505668,,-0.625591377,0.0266107362,1.0588694371,-0.1840996289,-0.9385111781,0.9012597301,,0.0869718665,0.7431895523,0.970580688,0.7636532605,0.3015301349,,1.3061796216,-1.7003784565,,0.6400073763,,0.4478188729,0.4408774831,-1.3535384671,,2.2248314055,0.9992403089,0.371939074,,,0.2188611421,0.5854709803,0.467952565,,0.5684092527,,1.4441119429,,-0.3061003027,-0.559185132,1.0334960234,-0.0029238655,-0.7628266653,0.0103994872,,0.299262692,1.0093217217,0.3693644434,-0.1045550595,0.7915952868,-1.8006828246,1.1143456197,-0.123677092,0.7335599655,,1.0514885927,-0.1328201723,,-0.2510151842,,,0.8569324,,-1.3720359053,-0.1871913675,0.9763422957,,,,-1.5895919287,-0.3941755305,-0.3094291581,,-0.0975011609,,,,0.1619318277,1.0560991083,-0.7790542195,0.7097110233,,-0.1456028415,0.2360162383,-0.0591345541,0.1534719566,,,,,0.8501792863
NCI-H661,lung,lung_NSCLC_adenocarcinoma,-0.3265000061,-0.9660986686,,,-0.3603105296,0.1748310101,-1.241696011,-0.3564329358,-1.1097707781,-0.5005016507,0.749235021,-0.508910776,-0.0322804042,0.1458075432,,,0.7156225049,0.2743839161,-0.4703027389,-0.7341836924,-0.1601982003,-0.1430817696,0.0697090316,,-1.3366910082,-1.0467133664,,,-0.4557972561,-0.0285314299,-0.2604964001,-0.0333048191,-0.3185277556,-0.1296653891,,-1.0162964552,0.5702139512,-1.5917441836,-0.4510627808,1.4193308096,,,-0.1190679656,0.0886666347,,0.3377742672,,-0.2859291615,0.6265247482,,-0.1865095874,-0.6741404131,-1.7740123147,-1.1386555749,-0.1303842274,0.5660110884,,-0.127796127,-0.7479277108,-1.7864459655,0.5744297921,-0.7572160614,,-0.3429912645,-0.5141968922,,-1.5168519597,,-0.7590081082,0.0763291934,-0.1611415803,,-1.0179522898,-2.5059218992,-0.4760031083,,,-1.5421230734,-0.3096513464,0.22261638,,-1.1511327309,,-0.2294241137,,0.858315954,-0.0671457675,0.2234163908,-0.8775124844,-1.5790391152,0.0449310239,,-0.2082950214,-0.2522156456,0.2006091004,0.3432658952,0.5737180341,-0.6415785186,-0.3183132213,-0.3827571615,0.4724324763,,-1.9162078536,0.2182230566,,-1.0744154979,,,-0.0145650242,,-0.2097665607,0.3433643434,-0.4608043151,,,,0.5270326556,0.3793056517,-1.9114802087,,0.6613583282,,,,-0.5979588532,0.0104216765,0.0634423632,-0.1119562569,,0.1720663281,-0.0421098037,-0.1529005132,-0.4986190486,,,,,-0.3873127213
NCI-H716,digestive_system,large_intestine,,,2.7330956106,1.1680608133,,-4.327543336,-0.4141722,-1.7511722304,1.6793951705,,-1.1749712738,0.7981553962,-5.1463600631,0.8671393681,0.0273385013,0.034170303,-2.6228560206,,0.2755154894,-0.3377637052,,-3.110010364,0.2279904016,2.4362319121,-0.1395949334,,0.8727303245,0.4022867072,0.4456145264,-0.2180400505,,0.9868679428,1.2484950968,1.7763448014,0.916093469,-0.8368828236,1.1038637214,-2.5854777079,-0.492044008,-0.6138521044,1.658779055,1.3499641932,1.0035128877,-2.9193939859,1.8245418563,-0.2111852447,1.3090790951,2.3592944362,0.4732812546,0.8598228969,2.5394107312,2.9893118927,-0.1197195485,-0.3651901682,1.6114963256,2.5888039275,0.9324046412,1.8233826695,1.1912617358,1.3267271773,-3.5954349673,,0.9491079063,1.1210162418,1.2581876644,0.8006111292,-1.1477355292,2.1457880818,-4.0847736485,1.7694871366,0.905622732,-0.0060909425,1.4018578375,,0.981672723,2.2811964522,0.7857037562,,1.794956453,0.8317313911,0.5772675353,-3.2129849735,1.1978045742,,0.7596211321,0.552722743,-0.3640154453,0.9705009018,-0.0469062521,,,-0.6319582525,-2.5392051179,,-0.3332965127,1.0906643728,0.6866691173,0.0559606807,,,,0.9436038272,0.593722514,-0.3700136368,-0.1209439498,,2.0465861783,0.9265901754,-1.8286315212,0.4987498957,0.283864625,,,0.3165875161,1.9311060991,2.1045904064,-0.5585574645,,,1.4333717075,3.2459014841,0.4922223054,0.7447190647,0.8865297955,0.1795420702,0.3162812081,1.8515281567,0.8581218647,1.3353575764,-5.090474796,-1.2118081375,2.4794957438,-1.6557065212,1.2487116597,1.0588972924,-0.3282161084,1.6499080808,
NCI-H727,lung,lung_small_cell_carcinoma,0.1543736285,0.5535523405,,,0.3025488131,0.2830409817,0.0931202964,1.4259623835,0.5093439143,-0.3687277722,-0.0863399495,-1.9010244951,0.6892497293,-1.0941478589,,,0.3622213762,-0.1705167128,1.3439206045,-0.0384254831,1.5897171978,1.1366789086,-0.4321194101,,-0.1258138431,0.283529518,,,0.4147157682,-2.021036232,1.0173074209,-0.0416678093,-0.2717043538,0.2702658398,,0.7521796402,-2.1556270939,-1.0010671882,0.8594111469,0.0382303253,,,-1.0851727259,-0.8622131431,,1.8529145394,,1.7638664161,0.9738393732,,0.646833935,-1.0609147701,0.8899909288,1.5678520787,-0.7526019738,-0.6440237244,,2.1562413337,-0.9555597525,0.2993790543,0.093185191,0.5681474005,,-0.6700842523,-0.1502233375,,0.5395104945,,-0.801662523,-0.8441140609,-1.2221642323,,0.379689682,-0.04934926,-0.2953981599,,,0.623362358,-1.266318751,-0.2346987416,,0.6228117044,,0.0988744262,,-0.1616744786,0.8355853539,-0.2016424478,-1.1055169203,-0.2793319183,1.0096086874,,0.3477871883,0.7955071572,-2.4425328835,-1.1076945521,-0.6339436717,-1.5843822967,0.2207040516,0.6849433736,0.3198501649,,0.4038119636,0.1732171806,,-0.5557372131,,,-1.3786711322,,-0.6962716342,0.5112707407,-0.5631845988,,,,-0.0501021237,-1.1818640546,-1.117600934,,-0.3739305338,,,,0.4077458972,0.2313135282,-0.2349724073,-1.0565897065,,0.4222654736,1.2960332264,1.0236925572,2.1199527188,,,,,0.5148375629
NCI-H747,lung,lung_NSCLC_adenocarcinoma,-0.4797240426,1.4115807516,-1.1517840604,-0.986193025,1.3158094626,0.8373893835,1.0827315527,-0.5787187342,-0.8974469076,0.9206441607,-0.8295120714,-0.8487174543,0.6887814903,-0.3199450002,-1.2939879298,-1.506878604,0.9652151864,-2.2297515593,,1.1596502026,-0.3652460807,0.5957419525,-0.1793313428,-0.3615120725,-0.3548332557,1.0502485189,-1.4553758236,-1.2157174135,1.2259269717,-1.2039197822,0.6619273056,-0.0447667663,-0.2087476143,-0.3838356893,-1.0703883603,1.137716152,0.0721600477,0.3358308901,0.1178284077,0.2095480675,-1.0574478644,-0.8864533576,-0.4890876661,-0.6215973823,-1.0099003499,0.9674238185,0.4690526548,0.0082854041,1.1413851872,-1.0881325108,0.7133495882,-0.162776418,-0.7634126643,0.0146596557,-0.337400578,-0.4954571303,-0.7669242441,0.6206974734,-0.1306604265,-0.1738592034,0.918236417,-0.217546899,-1.9197124846,-0.0974373917,0.5038121402,0.5828735882,0.9119072773,-0.3344533847,0.3632978799,-0.1460503846,0.2095524157,0.3496615607,-0.2118363521,0.9701125755,0.0475144528,-0.8913422792,-1.0446812086,1.1408493937,-0.3389777833,0.1938336737,-0.3165035209,0.7842523515,-1.0545830105,-0.7222235283,-0.1024522301,0.8982744099,-0.1359102852,0.0991551608,0.528925768,1.1650915903,0.171240884,-0.9435171494,0.7273769341,-0.7608282842,-1.1065195004,-0.3862756886,-0.3849757864,0.2687131584,-1.3431254886,-0.8402012302,0.8948527011,-0.3310622177,-0.1578312117,-0.9481360504,0.2526186217,1.093582262,-0.4033166944,-0.6217396718,0.1221856249,0.220170312,0.5999885274,-1.0994597592,-0.6570585248,0.3941570074,0.2567498609,-0.1331847551,-0.976730422,-0.13834108,0.1820344771,0.9954648281,-0.5523375737,-0.7017451323,0.0929006765,-0.1458620479,-0.8864988669,0.7036359648,0.6190843746,-0.5677618602,-0.4007143255,0.3528950004,1.302629697,0.4323940077,0.9927264741,-0.4917319944,-1.0321624273,-0.2800034476,-1.6062794916,-1.3123867691
NCI-H810,lung,lung_NSCLC_large_cell,0.7330704215,-0.7001674371,,,0.7530988973,0.1795851188,0.0931310749,0.7824855516,0.651449398,0.5675966656,-0.2993168531,-0.9160657265,0.8338547918,-0.8265513702,,,0.4603220838,1.1600514824,1.0183528579,1.297017814,0.586399184,0.1061200995,-0.6029128163,,0.7043931521,0.4944426418,,,-5.1199765091,-1.365341354,-0.557002806,-0.7326444599,0.5209068624,0.7828387545,,0.8858791941,-0.3938474551,0.6484673266,-1.0306267763,0.1822284815,,,0.2757606807,1.3978511953,,0.4875544841,,0.5482612869,-0.0986532622,,-0.0839872899,-1.159042709,1.5615471324,0.3575879705,-0.76601224,-1.381919945,,-0.5390175785,-1.2645622134,-0.1267035243,0.2456123521,1.9601538564,,-1.4270463717,0.0677475948,,0.7479986961,,-0.0231608248,-0.5407219401,0.4061714353,,0.1932442464,0.7961508902,-1.0989607969,,,1.1947874857,-1.1039786038,-0.6967238598,,0.0114545947,,1.6687364617,,0.9374162042,-1.2655657442,-0.1236607332,0.9183275865,0.9066964252,0.7440307619,,0.5869326305,1.2329372585,-0.5077131342,-1.5037611054,-0.4733408964,-0.03409999,1.1882974015,1.5708486815,1.1427830492,,-0.0366780129,-1.7978781039,,0.8109914108,,,-1.2966205306,,-1.308054277,1.5819698631,-0.5033836445,,,,0.8217610489,0.685705917,0.5318374711,,-0.4895058574,,,,0.182117236,0.4628984237,-0.2893694805,-0.7829891443,,0.0083634886,0.7636335401,-0.9616393843,0.0167163885,,,,,-0.2084304465
NCI-H82,lung,lung_small_cell_carcinoma,1.7520174125,-0.8238414069,-0.8128673825,1.1004642613,-0.0890637239,0.7023035781,1.2243270879,-1.558023875,1.4061798866,0.0137850391,1.0227203352,1.5742086133,0.4194496189,2.9260341779,1.1459321295,0.9371834828,0.2974388161,0.3112935842,1.0912009417,-0.6860066689,-0.6959680835,-0.6284441156,0.0507663188,-0.9862169462,0.4004863079,0.5060004648,0.2563459362,1.0772939626,0.9910922774,1.8799878263,-1.0844270827,0.3326569023,0.2915506979,1.2134577015,0.5847240133,-0.1513890233,1.0180280109,0.6867888357,2.2349780344,-1.1186594532,0.277578929,0.6459853285,-1.3762465443,1.1831423656,-0.1084021655,-0.0484375305,-1.0630817018,-0.8283906355,0.987716928,0.9179094301,-0.2190555875,1.0758791792,0.7751805132,-0.4165718488,0.5334924892,0.6504681947,0.8913396901,0.9857370842,0.4248143434,1.4228462269,-0.4958771259,-0.7668345445,0.7861869741,0.6951875861,-0.1384560004,0.3779275088,0.7862756169,-0.998825987,0.2553486635,0.391795869,0.8380796466,0.3057328166,-0.1972380462,0.5586275269,2.9719520153,-0.222071008,1.1339100925,-1.2940996337,0.3717577535,0.3958180721,0.4959891142,-0.4546795133,1.1387820098,-0.0412044205,-0.3795547479,-1.7624683211,1.9119503096,0.9675236849,0.3012560627,0.3042929333,-0.2526321223,1.4709122719,-1.1994880311,0.3991784725,1.1516433274,0.1978455116,0.9818564642,1.4870060728,1.3372386747,0.9489704629,0.1754635709,0.3028769995,1.0448683734,1.5898262731,0.9749923572,-1.1341167715,-0.2566073556,1.1758230551,0.0739101723,-1.0263428052,1.4593282728,1.3058363234,0.8924049527,0.8159859283,-0.9752544157,-0.8624873923,0.783018288,-0.0738654038,-0.0922287595,-0.7458937766,2.749670889,0.065572955,-0.4878577696,0.8342064544,-0.0202735575,0.8556309982,0.2165710684,-0.0265099885,-0.5262118514,-1.9339434761,-0.8787708434,0.3771080347,-0.7473037657,0.221599698,0.8490914477,1.0240092461,1.6081673029,-0.909938121
NCI-H838,digestive_system,large_intestine,-1.0886241047,,,,1.0086927934,1.0159122306,0.8374591724,-0.494874528,-0.0164982227,0.1210937439,-0.4189313384,1.2289760529,0.8130918341,0.5359244496,,,1.0483451702,1.0027804385,-0.385924925,-0.6377159224,-0.9237898628,0.7356540281,1.1037816167,,0.7940344231,0.0241716763,,,-1.3660933356,-0.3948905057,-0.6908418016,0.8717708898,0.1724235031,0.102064137,,-0.1047230502,-0.2688680308,-0.3692315665,-0.3535300096,0.1116156234,,,0.4708825185,0.0355967558,,0.4675193524,,-0.4708252974,0.3266948637,,-0.6304626465,0.0944483415,-0.6966657067,-0.9190639144,0.7318838578,0.1633987137,,0.4513855204,0.5110084204,-0.129873894,1.2300832448,-1.0093205588,,-0.5264924047,0.8257333729,,-1.4389075005,,0.3064716146,0.4635904928,0.6385751165,,0.5785026981,-0.3894806357,-0.6083774963,,,-1.3742739112,0.7062387311,-0.2617041765,,0.8979128084,,-1.1174289408,,-1.0096062519,-0.178734287,0.5958541875,-0.3373813037,-2.0388702075,-0.6665755783,,,1.1272673374,-0.7031276329,0.6073758681,0.1818345313,0.2495157339,-0.5786229104,-1.0273327134,-0.8352185487,,1.1193721765,-0.644362661,,0.8338261649,,,0.5381936566,,0.7519203258,-0.0525090215,-0.9999215257,,,,1.1770012217,0.7281956639,0.8933206545,,2.2194969675,,,,-0.2426558383,-0.9257751674,0.2600420942,0.8132358455,,0.8698062224,-0.3439317782,-0.2695269666,0.032106282,,,,,
NCI-N87,lung,lung_small_cell_carcinoma,-1.4128988327,-0.7708441219,,,-0.1233390699,-0.8731125643,-0.0582526669,-0.5581722521,,0.2597824704,,,0.4045956894,,,,0.6529092138,1.1629172408,-0.1965889684,0.0663353222,0.6382830097,0.878992265,,,-3.3651328509,-0.8164166403,,,1.0609502271,,1.8125380318,,,,,-0.799765731,,-0.7298477621,-0.6674858258,0.8595251357,,,,0.294534629,,-0.309101846,,0.1830925353,,,0.1783499588,,0.1464155757,0.6873228879,,,,,,,0.6688490122,-0.5407956633,,,,,0.0741058928,,0.4423599863,,,,-0.2926173576,1.366717269,,,,1.3129733905,,,,-0.9606002298,,0.2052227355,,0.5635833041,,,,0.9237626231,0.1224800136,,-0.9187636758,0.6991553231,,,,,0.3996737419,0.9194557728,-0.0898904538,,0.3165911658,,,0.9919502653,,,,,,0.1473542438,0.1917888071,,,,-1.5658742554,0.1869868264,0.4821937163,,,,,,0.9611048867,-0.2244400751,,,,0.4062001876,-0.6503887428,,0.3171028599,,,,,0.8699720404
NCI-SNU-1,lung,lung_NSCLC_carcinoid,1.0251908685,1.040799922,-0.3740663038,0.0410005244,-0.5588265326,0.9914597373,1.2835851461,-0.1462788771,0.5520500632,0.5215303891,-0.609409892,0.083081776,0.5411872083,-0.0361907734,-1.3401748483,1.4054714363,-0.3269668424,0.7879049728,1.3535933473,1.2970544459,2.456376155,0.7800400461,-1.022410373,1.1564251659,0.7997379859,1.0061686019,-0.6630787011,0.8127933733,0.4803390419,1.7580671553,2.0528974193,1.7565922766,0.1120079479,-0.1238395747,0.3390764887,1.4370433939,0.9005685323,0.1732226051,1.9069650767,1.0787338677,-0.5910217634,0.0270401648,1.3647873481,0.3468651074,1.2414355065,1.4854530972,0.5733582374,1.1216200342,0.9510732878,0.7281110114,1.702167275,-0.5251381827,-1.7455696349,1.8117230627,0.3900444651,0.8814685103,0.6813576832,-0.4973405079,0.1007628063,-0.6375190935,0.3245464187,1.6991867074,0.743225555,1.2423150383,0.1822985708,0.3039802515,0.8899192412,1.9074548477,0.9760697654,-2.0933221828,1.2632156923,1.0922599773,1.8674961555,0.2120702088,-0.540015599,0.6121677197,0.683425914,0.1569983698,0.2027906512,0.8919068018,1.1262703165,0.4451543763,0.3372531288,1.9686640198,0.7471057231,-0.288224584,0.0861182173,-0.3393889856,0.4382519315,0.7076089478,2.7252770882,-0.315732212,0.2527233762,-0.1606906023,0.5214525015,0.1607584937,-0.4557101085,-0.3528051832,0.9647778355,1.1446722967,0.3547392319,1.1778984094,-1.6514742074,-0.8858646862,-2.2108012901,-0.0577122642,0.4771615841,-0.6035248381,1.6230296484,-0.8187089988,-0.1325449197,1.0793249962,0.1812054088,1.0077603634,-0.9734809914,0.7846365456,0.7475761392,0.4695086923,-0.0737302103,0.7130017379,0.0711679205,-1.5552728609,-0.2359156176,0.4945413497,1.464967675,1.3994303169,-0.0681255303,1.0841565403,1.1258400089,0.8002141966,1.3556905813,0.0801392067,2.3326233202,0.9751620721,0.6217465467,-0.7528648589,1.5088219877,1.5011272463
NCI-SNU-16,lung,lung_NSCLC_carcinoid,-0.0902106045,0.193829712,0.3467578697,-0.0568239078,0.2767565968,-0.1178120439,0.9407863905,-0.4429690331,1.5631836312,-0.5072248,0.3122817302,1.9175610975,-0.0453120134,3.2994860453,0.2123092168,1.0219243141,-0.3847356547,0.7054156894,1.1377194739,-0.5220486385,-0.6756331263,-1.5575434892,0.776193139,-0.4692376764,0.7773305208,1.1085830298,0.5806421447,-1.1145601496,0.5574705792,2.11986519,-0.7150611637,1.9028103438,-0.2623213939,2.5191323164,0.0992209448,0.4920234426,1.3447213954,-0.4734838824,1.8759439912,-0.0801515776,0.4839855563,-0.3223577659,1.3549546781,0.8937048536,0.1701155527,1.344278877,-0.4212903214,1.6201391295,1.2832033868,0.0917359504,-0.1726941084,2.5846433145,-0.6995644423,1.9533541385,4.0510639158,0.5787764875,-0.1426998377,2.772662523,1.9775500003,1.7051252211,-0.1187019247,1.5587288757,0.766139716,1.7651102571,1.8485226623,0.4905477892,0.8716999244,-0.875590294,0.3598801422,1.8769945261,1.365081672,0.5472780414,0.5413788834,0.350654863,3.2905930244,0.0610228452,0.343669616,0.0275574765,1.2094775245,1.8797515372,0.7136349614,-0.1523950241,0.8791039629,1.629984641,0.6172611828,-0.0828333282,2.2128044033,1.3651238544,2.5815692469,0.8145201452,0.8985638704,-0.7904644753,0.3008944481,0.6246358789,1.5844246023,2.3882282119,1.5747378867,1.1940452331,1.3104974171,1.3127517194,-2.7622995155,-0.1372837531,-1.3370852414,2.4968775879,-0.0778747875,0.1006564864,-0.8111679001,-0.1088290921,0.6967780594,0.5737957609,2.04079891,1.3320862649,0.678304399,0.7841684442,-0.1833382435,-0.0410418028,-0.2591397817,0.5677395925,-0.4773318817,-0.8026447887,3.9720310832,-0.8043294429,-1.17527777,0.9373003732,3.3392855089,1.5067864713,0.8372679585,2.0199828275,-1.0978056922,-0.1196548578,-0.1566438296,0.160303353,-0.2618794365,-2.1692780722,-0.6076769728,-0.3193231482,0.6278980648,-0.1908240943
NCI-SNU-5,digestive_system,large_intestine,-1.4496357133,1.1575083833,0.7404637713,0.9562089357,-0.3778276147,-0.6221312184,-0.0041393116,0.2756085237,1.9220029183,0.8209608064,1.3071093214,1.3247282418,0.4004327432,0.6150425818,-0.6490741612,0.96369104,0.9728520623,0.3750760725,-1.2812424261,-1.1062046165,-1.6080361097,0.1299237466,0.9886432309,-0.5350599026,0.9574602962,0.1464995899,1.5459151045,1.3349701821,1.0439624528,1.576284009,0.702098018,1.5937971992,1.4803402183,-0.5779060871,-0.0736112821,0.8618985722,1.34006515,0.1929639576,-1.0456409632,0.3341530651,1.246069313,0.5484435693,1.1015217555,-0.3724270056,0.7694793432,-0.8907398337,1.1901394239,-0.2902477488,1.5527025272,0.8820931654,-0.1366129465,0.564440974,1.0557301746,-0.5665134036,0.9650898833,0.5709890531,0.5326953661,0.1171188609,1.1148025774,1.2734638606,0.7877721843,-1.3215795746,0.6131998832,1.6090248968,1.8040864174,0.816145065,-1.2041941409,-0.4938204402,1.0076292855,-0.454479602,0.9946066763,0.7141344591,0.5349440989,0.5257902544,1.694873334,-0.2357072105,-0.1912044797,1.1005950723,0.9209545077,1.6874234954,0.5874669882,-0.2560917115,-0.7929682889,-0.1906733387,0.533467333,0.7452918063,0.795372817,-0.385189955,0.3124938188,1.0163591756,-0.7597346221,1.3431885999,0.3524253177,0.7778089244,1.5827856697,1.738964504,0.3907858182,1.2987552684,-0.5463956336,0.5141827052,0.5146900531,-3.9911670731,1.6694995836,2.1756590513,-5.0066041489,0.7440207683,-0.6114113153,0.1963175016,1.1406985122,0.8659985238,1.8792005666,-0.7954909985,0.5497307736,0.0828462865,0.0819168054,-0.1033012491,0.7081507233,0.3540791833,0.2695356136,-0.5589770964,0.9338586634,1.0280906995,1.772067603,1.0950815986,0.3941041785,-0.671098562,0.5874954384,1.5301627796,0.7661043747,-0.4457021653,0.2057181661,0.2450860582,-0.939588034,0.5306930688,0.3169229571,0.3076091098,-1.0174891181,0.6696230005
NEC8,lung,lung_small_cell_carcinoma,0.6848277128,,0.6685504516,0.2613240202,-0.1484731726,-1.0283483021,0.3531841185,1.9720304299,1.4929067367,-2.3059022978,-0.3045723474,0.605500491,0.1184555738,0.8705672869,-0.3842432595,0.6379807504,-1.3859858584,0.7380381944,-1.0505663698,-1.5747386906,-0.8129276504,-1.8802846726,-0.3096045214,-0.4782990272,0.2079538366,-1.5756813515,1.3491383465,0.2200114421,-1.3639247751,-0.2382592818,-0.2810960189,1.2884000261,1.4843405026,-1.5490450424,-0.2650301367,0.961533084,0.3112454175,-0.5335076026,-0.5907834887,-0.5482629363,-0.1119263249,1.4696353053,0.1067239748,-0.1991616535,-0.1376959323,-0.779885783,-0.7923251316,-1.2701358939,-0.3458251666,0.5109343454,-1.3537101625,-0.864737646,1.3497128688,-0.6939658621,-0.846515801,-0.3540584618,-0.0560294397,-0.9780651753,0.5422437377,0.3790280286,-0.3716133174,-1.1362197211,-0.4271448265,1.0338511601,-0.1111817085,0.5673413761,-2.9447159438,-0.5204773036,0.5403932291,-0.1901522175,0.8703010998,0.3131103192,-1.3763682825,-0.5124381202,0.0220667016,0.2916494922,0.7446483782,-1.1651880904,0.2261112411,0.4175580562,0.3658301993,-1.1082881361,-1.5247889585,-2.5539221615,-1.4846457985,-0.7495786918,-0.0336026812,-0.2585704034,1.0100021462,-2.2824498346,-0.2169349898,-1.02051362,0.533558743,-2.2701383329,-0.1449057316,-0.706689,-0.7922808085,0.0973722349,-0.0129437056,-0.207771182,-3.2375867836,0.3248979926,1.439195651,0.4769996832,0.2690534275,-0.0996385693,-0.1783649971,0.2641288312,-0.6295068215,-1.8054467707,-0.594094634,-0.123081172,-2.0346760311,0.9133703744,-0.2115271083,-0.4794945947,,-0.8464517927,-0.3817371997,-1.5209390779,-0.2411847738,-0.0539898747,-0.257354391,0.3898386287,-0.8120848026,1.1584732449,-0.1406210298,1.4323295982,0.0581540778,0.8594804194,-0.7080352966,-0.3393135679,-1.7901522623,-0.0309176952,0.2745247443,-0.295738816,0.7533268805,0.1463803206
